text,pos_tagged
주식회사 문피아가 당기 기초시점부터 연결됐다면 연결포괄손익계산서에 계상되었을 연결회사의 영업수익과 순이익은 백만원 백만원입니다,"[('주식회사', 'Noun'), ('문', 'Modifier'), ('피아', 'Noun'), ('가', 'Josa'), ('당기', 'Verb'), ('기초', 'Noun'), ('시점', 'Noun'), ('부터', 'Josa'), ('연결', 'Noun'), ('됐다면', 'Verb'), ('연결', 'Noun'), ('포괄', 'Noun'), ('손익계산서', 'Noun'), ('에', 'Josa'), ('계', 'Noun'), ('상', 'Suffix'), ('되었을', 'Verb'), ('연결', 'Noun'), ('회사', 'Noun'), ('의', 'Josa'), ('영업', 'Noun'), ('수익', 'Noun'), ('과', 'Josa'), ('순이익', 'Noun'), ('은', 'Josa'), ('3899846', 'Number'), ('백만원', 'Noun'), ('311460', 'Number'), ('백만원', 'Noun'), ('입니다', 'Adjective')]"
의결권 있는 주식 를 인수하였습니다,"[('의결권', 'Noun'), ('있는', 'Adjective'), ('주식', 'Noun'), ('100', 'Number'), ('를', 'Noun'), ('인수', 'Noun'), ('하였습니다', 'Verb')]"
동 주식의 취득은 웹툰 웹소설 해외 서비스의 영역 확장과 작품 향상을 위해 이루어졌습니다,"[('동', 'Modifier'), ('주식', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('은', 'Josa'), ('웹툰', 'Noun'), ('웹소설', 'Noun'), ('해외', 'Noun'), ('서비스', 'Noun'), ('의', 'Josa'), ('영역', 'Noun'), ('확장', 'Noun'), ('과', 'Josa'), ('작품', 'Noun'), ('향상', 'Noun'), ('을', 'Josa'), ('위해', 'Noun'), ('이루어졌습니다', 'Verb')]"
이전대가 현금및현금성자산 지분상품종속회사주식 주 사업결합전 보유 지분의 공정가치II,"[('이전', 'Noun'), ('대가', 'Noun'), ('236683100', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('59600290', 'Number'), ('지', 'Modifier'), ('분', 'Noun'), ('상', 'Suffix'), ('품종', 'Noun'), ('속회', 'Noun'), ('사주식', 'Noun'), ('90990', 'Number'), ('주', 'Noun'), ('85607902', 'Number'), ('사업', 'Noun'), ('결', 'Noun'), ('합전', 'Verb'), ('보유', 'Noun'), ('지', 'Modifier'), ('분', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('91474908', 'Number'), ('II', 'Alpha')]"
식별가능한 자산과 부채로 인식된 금액자산 현금및현금성자산 매출채권및기타채권 재고자산 기타자산 유형자산 사용권자산 무형자산 당기손익공정가치 측정 금융자산 이연법인세자산소 계부채 매입채무및기타채무 당기법인세부채 충당부채 리스부채 기타부채소 계총 식별가능한 순자산IV,"[('식별', 'Noun'), ('가능한', 'Adjective'), ('자산', 'Noun'), ('과', 'Josa'), ('부채', 'Noun'), ('로', 'Josa'), ('인식', 'Noun'), ('된', 'Verb'), ('금액', 'Noun'), ('자산', 'Noun'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('71473821', 'Number'), ('매출채권', 'Noun'), ('및', 'Noun'), ('기', 'Modifier'), ('타', 'Modifier'), ('채권', 'Noun'), ('63294880', 'Number'), ('재고', 'Noun'), ('자산', 'Noun'), ('308244', 'Number'), ('기타', 'Noun'), ('자산', 'Noun'), ('654015', 'Number'), ('유형', 'Noun'), ('자산', 'Noun'), ('1251126', 'Number'), ('사용권', 'Noun'), ('자산', 'Noun'), ('2528675', 'Number'), ('무형', 'Noun'), ('자산', 'Noun'), ('7507469', 'Number'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('50994', 'Number'), ('이', 'Determiner'), ('연', 'Modifier'), ('법인세', 'Noun'), ('자산', 'Noun'), ('961713', 'Number'), ('소', 'Noun'), ('계', 'Noun'), ('148030937', 'Number'), ('부채', 'Noun'), ('매입채무', 'Noun'), ('및', 'Noun'), ('기', 'Modifier'), ('타', 'Modifier'), ('채무', 'Noun'), ('82880091', 'Number'), ('당', 'Modifier'), ('기', 'Modifier'), ('법인세', 'Noun'), ('부채', 'Noun'), ('4223850', 'Number'), ('충당', 'Noun'), ('부채', 'Noun'), ('1520946', 'Number'), ('리스', 'Noun'), ('부채', 'Noun'), ('2444705', 'Number'), ('기타', 'Noun'), ('부채', 'Noun'), ('1458124', 'Number'), ('소', 'Noun'), ('계', 'Noun'), ('92527716', 'Number'), ('총', 'Noun'), ('식별', 'Noun'), ('가능한', 'Adjective'), ('순', 'Modifier'), ('자산', 'Noun'), ('55503221', 'Number'), ('IV', 'Alpha')]"
영업권 식별 가능한 자산과 부채의 공정가치는 잠정적으로 결정된 가액으로 최종가치평가 금액이 조정될 있습니다,"[('영업', 'Noun'), ('권', 'Suffix'), ('181179879', 'Number'), ('식별', 'Noun'), ('가능한', 'Adjective'), ('자산', 'Noun'), ('과', 'Josa'), ('부채', 'Noun'), ('의', 'Josa'), ('공정', 'Noun'), ('가치', 'Noun'), ('는', 'Josa'), ('잠정', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('결정', 'Noun'), ('된', 'Verb'), ('가액', 'Noun'), ('으로', 'Josa'), ('최종', 'Noun'), ('가치', 'Noun'), ('평가', 'Noun'), ('금액', 'Noun'), ('이', 'Josa'), ('조정', 'Noun'), ('될', 'Verb'), ('있습니다', 'Adjective')]"
사업결합에 따른 총현금흐름은 다음과 같습니다,"[('사업', 'Noun'), ('결합', 'Noun'), ('에', 'Josa'), ('따른', 'Verb'), ('총', 'Modifier'), ('현금', 'Noun'), ('흐름', 'Noun'), ('은', 'Josa'), ('다음', 'Noun'), ('과', 'Josa'), ('같습니다', 'Adjective')]"
단위 천원구 분금액종속기업 취득에 따른 순현금흐름현금및현금성자산 지급액현금및현금성자산 순유입액연결손익계산서에 반영된 취득일 이후 주식회사 eBOOK Initiative Japan Co,"[('단위', 'Noun'), ('천원', 'Noun'), ('구', 'Noun'), ('분', 'Noun'), ('금액', 'Noun'), ('종', 'Noun'), ('속', 'Modifier'), ('기업', 'Noun'), ('취득', 'Noun'), ('에', 'Josa'), ('따른', 'Verb'), ('순', 'Modifier'), ('현금', 'Noun'), ('흐름', 'Noun'), ('71473821', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('지급', 'Noun'), ('액', 'Noun'), ('59600290', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('순', 'Modifier'), ('유입', 'Noun'), ('액', 'Noun'), ('11873531', 'Number'), ('연결', 'Noun'), ('손익계산서', 'Noun'), ('에', 'Josa'), ('반영', 'Noun'), ('된', 'Verb'), ('취득', 'Noun'), ('일', 'Noun'), ('이후', 'Noun'), ('주식회사', 'Noun'), ('eBOOK', 'Alpha'), ('Initiative', 'Alpha'), ('Japan', 'Alpha'), ('Co', 'Alpha')]"
당기 기초시점부터 연결됐다면 연결포괄손익계산서에 계상되었을 연결회사의 영업수익과 순이익은 백만원 백만원입니다,"[('당기', 'Verb'), ('기초', 'Noun'), ('시점', 'Noun'), ('부터', 'Josa'), ('연결', 'Noun'), ('됐다면', 'Verb'), ('연결', 'Noun'), ('포괄', 'Noun'), ('손익계산서', 'Noun'), ('에', 'Josa'), ('계', 'Noun'), ('상', 'Suffix'), ('되었을', 'Verb'), ('연결', 'Noun'), ('회사', 'Noun'), ('의', 'Josa'), ('영업', 'Noun'), ('수익', 'Noun'), ('과', 'Josa'), ('순이익', 'Noun'), ('은', 'Josa'), ('3977863', 'Number'), ('백만원', 'Noun'), ('313006', 'Number'), ('백만원', 'Noun'), ('입니다', 'Adjective')]"
중단영업연결회사는 LINE과 소프트뱅크 종속기업인 Z홀딩스의 경영통합을 전반기 완료하였습니다,"[('중단', 'Noun'), ('영업', 'Noun'), ('연결', 'Noun'), ('회사', 'Noun'), ('는', 'Josa'), ('LINE', 'Alpha'), ('과', 'Noun'), ('소프트뱅크', 'Noun'), ('종', 'Noun'), ('속', 'Modifier'), ('기업인', 'Noun'), ('Z', 'Alpha'), ('홀딩스', 'Noun'), ('의', 'Josa'), ('경', 'Modifier'), ('영', 'Modifier'), ('통합', 'Noun'), ('을', 'Josa'), ('전', 'Modifier'), ('반기', 'Noun'), ('완료', 'Noun'), ('하였습니다', 'Verb')]"
처분된 LINE의 영업손익은 전반기 연결포괄손익계산서 상 중단영업으로 표시되어 있습니다,"[('처분', 'Noun'), ('된', 'Verb'), ('LINE', 'Alpha'), ('의', 'Noun'), ('영업', 'Noun'), ('손익', 'Noun'), ('은', 'Josa'), ('전', 'Modifier'), ('반기', 'Noun'), ('연결', 'Noun'), ('포괄', 'Noun'), ('손익계산서', 'Noun'), ('상', 'Noun'), ('중단', 'Noun'), ('영업', 'Noun'), ('으로', 'Josa'), ('표시', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
세전 중단영업이익 중단영업 법인세비용V,"[('세전', 'Verb'), ('중단', 'Noun'), ('영업', 'Noun'), ('이익', 'Noun'), ('16230585009', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('법인세', 'Noun'), ('비용', 'Noun'), ('31230690431', 'Number'), ('V', 'Alpha')]"
 중단영업처분이익 백만원이 포함되어 있습니다,"[('2', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('처분', 'Noun'), ('이익', 'Noun'), ('16120144', 'Number'), ('백만원', 'Noun'), ('이', 'Josa'), ('포함', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
 중단영업처분과 관련된 법인세비용 백만원이 포함되어 있습니다,"[('3', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('처분', 'Noun'), ('과', 'Josa'), ('관련', 'Noun'), ('된', 'Verb'), ('법인세', 'Noun'), ('비용', 'Noun'), ('1185549', 'Number'), ('백만원', 'Noun'), ('이', 'Josa'), ('포함', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
총 처분대가 관계기업투자주식ll,"[('총', 'Noun'), ('처분대가', 'Verb'), ('17993953976', 'Number'), ('관계', 'Noun'), ('기업', 'Noun'), ('투자', 'Noun'), ('주식', 'Noun'), ('17993953976', 'Number'), ('ll', 'Alpha')]"
중단영업손익으로 분류된 세후처분이익Vll  Vlll 중단영업의 처분 이후에도 지배력을 유지하는 종속기업의 비지배지분율 증가로 인한 효과가 포함되어 있습니다,"[('중단', 'Noun'), ('영업', 'Noun'), ('손익', 'Noun'), ('으로', 'Josa'), ('분류', 'Noun'), ('된', 'Verb'), ('세', 'Modifier'), ('후', 'Noun'), ('처분', 'Noun'), ('이익', 'Noun'), ('Vll', 'Alpha'), ('Vlll', 'Alpha'), ('14934594612', 'Number'), ('중단', 'Noun'), ('영업', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('이후', 'Noun'), ('에도', 'Josa'), ('지배', 'Noun'), ('력', 'Suffix'), ('을', 'Josa'), ('유지', 'Noun'), ('하는', 'Verb'), ('종', 'Noun'), ('속', 'Modifier'), ('기업', 'Noun'), ('의', 'Josa'), ('비지', 'Noun'), ('배지', 'Noun'), ('분', 'Suffix'), ('율', 'Noun'), ('증가', 'Noun'), ('로', 'Josa'), ('인한', 'Adjective'), ('효과', 'Noun'), ('가', 'Josa'), ('포함', 'Noun'), ('되어', 'Verb'), ('있습니다', 'Adjective')]"
재무제표재무상태표제  기 반기말 ,"[('재무제표', 'Noun'), ('재무상태표', 'Noun'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반기말', 'Verb'), ('2022', 'Number')]"
 까지제  기 반기 ,"[('30', 'Number'), ('까지', 'Verb'), ('제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2021', 'Number')]"
 까지단위  원　제  기 반기제  기 반기개월누적개월누적영업수익 주영업비용영업이익964282976097569971297997965949751299982기타수익982642057412060017482020512916404102기타비용이자수익9665654627227844296125412164169801금융수익금융비용법인세비용차감전순이익2618642210548522174856592768896168946법인세비용 주 주당기순이익기타포괄손익7821184516578066465866659164654584　후속적으로 당기손익으로 재분류되지 않는 항목7821184516578066465866659164654584　　기타포괄손익공정가치 측정 지분상품 평가손익74296682816549178504726585111042705776　　기타포괄손익공정가치 측정 지분상품 처분손익　　 순확정급여부채 재측정요소　　총포괄손익주당이익　　　　　기본주당순이익 단위  원　희석주당순이익 단위  원자본변동표제  기 반기 ,"[('30', 'Number'), ('까지', 'Verb'), ('단위', 'Noun'), ('원', 'Noun'), ('\u3000', 'Foreign'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반', 'Modifier'), ('기제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('3', 'Number'), ('개월', 'Noun'), ('누적', 'Noun'), ('3', 'Number'), ('개월', 'Noun'), ('누적', 'Noun'), ('영업', 'Noun'), ('수익', 'Noun'), ('주', 'Noun'), ('51397172361737270560616598812452464374072381054255405', 'Number'), ('영업', 'Noun'), ('비용', 'Noun'), ('100074406412819486090361898659398440581629754322023', 'Number'), ('영업', 'Noun'), ('이익', 'Noun'), ('396428297609756997129799379306593349751299933382', 'Number'), ('기타', 'Noun'), ('수익', 'Noun'), ('23982643205247412061400174382020512916404102', 'Number'), ('기타', 'Noun'), ('비용', 'Noun'), ('1030019659571825255619533659361891891305786324', 'Number'), ('이자', 'Noun'), ('수익', 'Noun'), ('3966565462722784429612534121362343169801', 'Number'), ('금융', 'Noun'), ('수익', 'Noun'), ('118264870768522469546951159257158866260343187493', 'Number'), ('금융', 'Noun'), ('비용', 'Noun'), ('1134567866652971957972761935277287039272739508', 'Number'), ('법인세', 'Noun'), ('비용', 'Noun'), ('차감', 'Noun'), ('전', 'Modifier'), ('순이익', 'Noun'), ('3261836244221054385223217485614592768896324168946', 'Number'), ('법인세', 'Noun'), ('비용', 'Noun'), ('주', 'Noun'), ('14', 'Number'), ('주', 'Noun'), ('1567331539531196672167889111868319611223047401882', 'Number'), ('당', 'Modifier'), ('기', 'Modifier'), ('순이익', 'Noun'), ('258852084891857713055328373746273157673276767064', 'Number'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('32373832118435165783140664653866659133643654584', 'Number'), ('\u3000', 'Foreign'), ('후속', 'Noun'), ('적', 'Suffix'), ('으로', 'Josa'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('으로', 'Josa'), ('재', 'Noun'), ('분류', 'Noun'), ('되지', 'Verb'), ('않는', 'Verb'), ('항목', 'Noun'), ('32373832118435165783140664653866659133643654584', 'Number'), ('\u3000\u3000', 'Foreign'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('지', 'Modifier'), ('분', 'Noun'), ('상품', 'Noun'), ('평가', 'Noun'), ('손익', 'Noun'), ('33742966828136534917850341437265851110427053776', 'Number'), ('\u3000\u3000', 'Foreign'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('지', 'Modifier'), ('분', 'Noun'), ('상품', 'Noun'), ('처분', 'Noun'), ('손익', 'Noun'), ('2866436522866436522321660080823216600808', 'Number'), ('\u3000\u3000', 'Foreign'), ('순', 'Modifier'), ('확정', 'Noun'), ('급', 'Suffix'), ('여', 'Josa'), ('부채', 'Noun'), ('재', 'Noun'), ('측정', 'Noun'), ('요소', 'Noun'), ('1340470344513404703445', 'Number'), ('\u3000\u3000', 'Foreign'), ('총', 'Modifier'), ('포괄', 'Noun'), ('손익', 'Noun'), ('64886236293506055223922438400139816806920421648', 'Number'), ('주', 'Modifier'), ('당', 'Modifier'), ('이익', 'Noun'), ('\u3000\u3000\u3000\u3000\u3000', 'Foreign'), ('기', 'Modifier'), ('본', 'Modifier'), ('주', 'Modifier'), ('당', 'Modifier'), ('순이익', 'Noun'), ('단위', 'Noun'), ('원', 'Noun'), ('1724572725164546', 'Number'), ('\u3000', 'Foreign'), ('희', 'Adjective'), ('석', 'Modifier'), ('주', 'Modifier'), ('당', 'Modifier'), ('순이익', 'Noun'), ('단위', 'Noun'), ('원', 'Noun'), ('1721569424814506', 'Number'), ('자본변동표', 'Noun'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2022', 'Number')]"
 까지제  기 반기 ,"[('30', 'Number'), ('까지', 'Verb'), ('제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2021', 'Number')]"
 까지단위  원　자본자본금자본잉여금기타자본구성요소이익잉여금자본  합계,"[('30', 'Number'), ('까지', 'Verb'), ('단위', 'Noun'), ('원', 'Noun'), ('\u3000', 'Foreign'), ('자본', 'Noun'), ('자본금', 'Noun'), ('자', 'Suffix'), ('본', 'Modifier'), ('잉여', 'Noun'), ('금기', 'Noun'), ('타자', 'Noun'), ('본', 'Modifier'), ('구성요소', 'Noun'), ('이익', 'Noun'), ('잉여', 'Noun'), ('금', 'Noun'), ('자본', 'Noun'), ('합계', 'Noun'), ('2021', 'Number')]"
 까지제  기 반기 ,"[('30', 'Number'), ('까지', 'Verb'), ('제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2021', 'Number')]"
 까지단위  원　제  기 반기제  기 반기영업활동현금흐름　영업으로부터 창출된 현금흐름　이자의 수입　이자의 지급　배당금의 수취　법인세의 납부투자활동현금흐름　단기금융상품의 순증감　당기손익공정가치 측정 금융자산의 취득03468435571610252725　당기손익공정가치 측정 금융자산의 처분　유형자산의 취득 주　유형자산의 처분　무형자산의 취득 주　무형자산의 처분　기타포괄손익공정가치 측정 금융자산의 취득6282651772051256004　기타포괄손익공정가치 측정 금융자산의 처분654505770148806957099　종속기업및관계기업투자주식의 취득　종속기업및관계기업투자주식의 처분　리스채권의 회수　기타투자활동으로 인한 현금유출입액재무활동현금흐름　단기차입금의 상환　　장기차입금 증가　　사채의 발행　　리스부채의 상환　자기주식의 처분　　주식선택권 행사　배당금지급　기타재무활동으로 인한 현금유출입액현금및현금성자산에 대한 환율변동효과현금및현금성자산의증가감소기초현금및현금성자산반기말현금및현금성자산,"[('30', 'Number'), ('까지', 'Verb'), ('단위', 'Noun'), ('원', 'Noun'), ('\u3000', 'Foreign'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반', 'Modifier'), ('기제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반', 'Modifier'), ('기', 'Modifier'), ('영업', 'Noun'), ('활동', 'Noun'), ('현금', 'Noun'), ('흐름', 'Noun'), ('666446280053457691197964', 'Number'), ('\u3000', 'Foreign'), ('영업', 'Noun'), ('으로부터', 'Josa'), ('창', 'Noun'), ('출', 'Verb'), ('된', 'Verb'), ('현금', 'Noun'), ('흐름', 'Noun'), ('848721745154757293098601', 'Number'), ('\u3000', 'Foreign'), ('이자', 'Noun'), ('의', 'Josa'), ('수입', 'Noun'), ('58443555561685693521', 'Number'), ('\u3000', 'Foreign'), ('이자', 'Noun'), ('의', 'Josa'), ('지급', 'Noun'), ('137073982513362175498', 'Number'), ('\u3000', 'Foreign'), ('배당금', 'Noun'), ('의', 'Josa'), ('수취', 'Noun'), ('29025432535353358775252', 'Number'), ('\u3000', 'Foreign'), ('법인세', 'Noun'), ('의', 'Josa'), ('납부', 'Noun'), ('464666747759351284193912', 'Number'), ('투자', 'Noun'), ('활동', 'Noun'), ('현금', 'Noun'), ('흐름', 'Noun'), ('9751322392511656919424675', 'Number'), ('\u3000', 'Foreign'), ('단', 'Modifier'), ('기', 'Modifier'), ('금융', 'Noun'), ('상품', 'Noun'), ('의', 'Josa'), ('순', 'Modifier'), ('증감', 'Noun'), ('3589716399593200000000', 'Number'), ('\u3000', 'Foreign'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('240346843557161025242725', 'Number'), ('\u3000', 'Foreign'), ('당', 'Modifier'), ('기', 'Modifier'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('12055270189118910519829', 'Number'), ('\u3000', 'Foreign'), ('유형', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('주', 'Noun'), ('6206944109533169280133907', 'Number'), ('\u3000', 'Foreign'), ('유형', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('812615725398616388', 'Number'), ('\u3000', 'Foreign'), ('무형', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('주', 'Noun'), ('81284412889310165511461', 'Number'), ('\u3000', 'Foreign'), ('무형', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('8015317501795912523', 'Number'), ('\u3000', 'Foreign'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('24628265177205124256004', 'Number'), ('\u3000', 'Foreign'), ('기타', 'Noun'), ('포괄', 'Noun'), ('손익', 'Noun'), ('공정', 'Noun'), ('가치', 'Noun'), ('측정', 'Noun'), ('금융', 'Noun'), ('자산', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('24654505770148806957099', 'Number'), ('\u3000', 'Foreign'), ('종', 'Noun'), ('속', 'Modifier'), ('기업', 'Noun'), ('및', 'Noun'), ('관계', 'Noun'), ('기업', 'Noun'), ('투자', 'Noun'), ('주식', 'Noun'), ('의', 'Josa'), ('취득', 'Noun'), ('6875153472141324424272356', 'Number'), ('\u3000', 'Foreign'), ('종', 'Noun'), ('속', 'Modifier'), ('기업', 'Noun'), ('및', 'Noun'), ('관계', 'Noun'), ('기업', 'Noun'), ('투자', 'Noun'), ('주식', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('11749385422827547771634', 'Number'), ('\u3000', 'Foreign'), ('리스', 'Noun'), ('채권', 'Noun'), ('의', 'Josa'), ('회수', 'Noun'), ('66938338205908436695', 'Number'), ('\u3000', 'Foreign'), ('기', 'Modifier'), ('타', 'Modifier'), ('투자', 'Noun'), ('활동', 'Noun'), ('으로', 'Josa'), ('인한', 'Adjective'), ('현', 'Modifier'), ('금유출', 'Noun'), ('입액', 'Noun'), ('12623203542931777610', 'Number'), ('재무', 'Noun'), ('활동', 'Noun'), ('현금', 'Noun'), ('흐름', 'Noun'), ('87301202631693120953835', 'Number'), ('\u3000', 'Foreign'), ('단', 'Modifier'), ('기차', 'Noun'), ('입금', 'Noun'), ('의', 'Josa'), ('상환', 'Noun'), ('\u3000', 'Foreign'), ('40000000000', 'Number'), ('\u3000', 'Foreign'), ('장기', 'Noun'), ('차', 'Noun'), ('입금', 'Noun'), ('증가', 'Noun'), ('20000000000', 'Number'), ('\u3000\u3000', 'Foreign'), ('사채', 'Noun'), ('의', 'Josa'), ('발행', 'Noun'), ('\u3000', 'Foreign'), ('1589179072808', 'Number'), ('\u3000', 'Foreign'), ('리스', 'Noun'), ('부채', 'Noun'), ('의', 'Josa'), ('상환', 'Noun'), ('177506750949523599352', 'Number'), ('\u3000', 'Foreign'), ('자기', 'Noun'), ('주식', 'Noun'), ('의', 'Josa'), ('처분', 'Noun'), ('\u3000', 'Foreign'), ('176311078889', 'Number'), ('\u3000', 'Foreign'), ('주식', 'Noun'), ('선택', 'Noun'), ('권', 'Suffix'), ('행사', 'Noun'), ('5619395570035451753700', 'Number'), ('\u3000', 'Foreign'), ('배당금', 'Noun'), ('지급', 'Noun'), ('7629176600559278532070', 'Number'), ('\u3000', 'Foreign'), ('기', 'Modifier'), ('타', 'Modifier'), ('재무', 'Noun'), ('활동', 'Noun'), ('으로', 'Josa'), ('인한', 'Adjective'), ('현', 'Modifier'), ('금유출', 'Noun'), ('입액', 'Noun'), ('26578605662981179860', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('에', 'Josa'), ('대한', 'Noun'), ('환율', 'Noun'), ('변동', 'Noun'), ('효과', 'Noun'), ('14098191256389605387', 'Number'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('의', 'Josa'), ('증가', 'Noun'), ('감소', 'Noun'), ('285857647679494282332511', 'Number'), ('기초', 'Noun'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('964418443986369314307214', 'Number'), ('반기말', 'Verb'), ('현금', 'Noun'), ('및', 'Noun'), ('현금', 'Noun'), ('성', 'Suffix'), ('자산', 'Noun'), ('6785607963078635966397255', 'Number')]"
재무제표 주석제  기 반기       까지제  기 반기       까지네이버 주식회사,"[('재무제표', 'Noun'), ('주석', 'Noun'), ('제', 'Noun'), ('24', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2022년', 'Number'), ('1월', 'Number'), ('1일', 'Number'), ('2022년', 'Number'), ('6월', 'Number'), ('30일', 'Number'), ('까지', 'Verb'), ('제', 'Noun'), ('23', 'Number'), ('기', 'Noun'), ('반기', 'Noun'), ('2021년', 'Number'), ('1월', 'Number'), ('1일', 'Number'), ('2021년', 'Number'), ('6월', 'Number'), ('30일', 'Number'), ('까지', 'Josa'), ('네이버', 'Noun'), ('주식회사', 'Noun'), ('1', 'Number')]"
일반 사항 네이버 주식회사이하 회사는 인터넷 검색사이트의 운영 온라인 정보제공 사업을 영위할 목적으로   에 설립되었으며 경기도 성남시 분당구 정자일로에 본사를 두고 있습니다,"[('일반', 'Noun'), ('사항', 'Noun'), ('네이버', 'Noun'), ('주식회사', 'Noun'), ('이하', 'Noun'), ('회사', 'Noun'), ('는', 'Josa'), ('인터넷', 'Noun'), ('검색', 'Noun'), ('사이트', 'Noun'), ('의', 'Josa'), ('운영', 'Noun'), ('온라인', 'Noun'), ('정보', 'Noun'), ('제공', 'Noun'), ('사업', 'Noun'), ('을', 'Josa'), ('영위', 'Noun'), ('할', 'Verb'), ('목적', 'Noun'), ('으로', 'Josa'), ('1999년', 'Number'), ('6월', 'Number'), ('2일', 'Number'), ('에', 'Foreign'), ('설립', 'Noun'), ('되었으며', 'Verb'), ('경기도', 'Noun'), ('성남시', 'Noun'), ('분당구', 'Noun'), ('정자', 'Noun'), ('일로', 'Noun'), ('95', 'Number'), ('에', 'Josa'), ('본사', 'Noun'), ('를', 'Josa'), ('두고', 'Verb'), ('있습니다', 'Adjective')]"
